city,analysis_type,feature_group,feature,generated_feature,parameter_weeks,n_pairs,pearson_corr,abs_pearson_corr
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_4,4,516,-0.062433606045569016,0.062433606045569016
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_5,5,515,-0.02789272998560343,0.02789272998560343
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_6,6,514,0.024168627467118977,0.024168627467118977
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_7,7,513,0.03155528660620882,0.03155528660620882
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_8,8,512,0.016836212430642813,0.016836212430642813
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_9,9,511,0.04581374595906486,0.04581374595906486
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_10,10,510,0.09642447817232304,0.09642447817232304
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_11,11,509,0.0900240128648615,0.0900240128648615
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_12,12,508,0.09729942989926495,0.09729942989926495
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_13,13,507,0.10884779752908748,0.10884779752908748
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_14,14,506,0.1326956857587299,0.1326956857587299
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k,1,520,-0.13219088266181492,0.13219088266181492
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_2_mean,2,520,-0.13303309476001007,0.13303309476001007
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_3_mean,3,520,-0.13562678326414912,0.13562678326414912
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_4_mean,4,520,-0.1311069558732911,0.1311069558732911
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_5_mean,5,520,-0.12367289531433925,0.12367289531433925
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_6_mean,6,520,-0.11145738568222822,0.11145738568222822
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_7_mean,7,520,-0.09305195929905676,0.09305195929905676
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_8_mean,8,520,-0.0778044279263201,0.0778044279263201
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_9_mean,9,520,-0.06811411220218158,0.06811411220218158
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_10_mean,10,520,-0.05638041489168306,0.05638041489168306
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_11_mean,11,520,-0.040157064457490815,0.040157064457490815
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_12_mean,12,520,-0.027135470073043694,0.027135470073043694
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_13_mean,13,520,-0.015069897599077195,0.015069897599077195
iq,rolling,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_rolling_14_mean,14,520,-0.0032340917052180993,0.0032340917052180993
iq,lag,station,station_avg_temp_c,station_avg_temp_c,0,520,0.13398878511168885,0.13398878511168885
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_1,1,519,0.14352290165281426,0.14352290165281426
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_2,2,518,0.1330281822405608,0.1330281822405608
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_3,3,517,0.13420857716413895,0.13420857716413895
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_4,4,516,0.15602930469583864,0.15602930469583864
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_5,5,515,0.15359897036935447,0.15359897036935447
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_6,6,514,0.12193290150774533,0.12193290150774533
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_7,7,513,0.1224498789180904,0.1224498789180904
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_8,8,512,0.09761897373757517,0.09761897373757517
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_9,9,511,0.10982890907320499,0.10982890907320499
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_10,10,510,0.0921354032516877,0.0921354032516877
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_11,11,509,0.057573391157491195,0.057573391157491195
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_12,12,508,0.03681004726110493,0.03681004726110493
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_13,13,507,-0.000952041595826064,0.000952041595826064
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_14,14,506,-0.03141449569873493,0.03141449569873493
iq,rolling,station,station_avg_temp_c,station_avg_temp_c,1,520,0.13398878511168885,0.13398878511168885
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_2_mean,2,520,0.1647649713226454,0.1647649713226454
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_3_mean,3,520,0.17998482005056332,0.17998482005056332
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_4_mean,4,520,0.1915742178947528,0.1915742178947528
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_5_mean,5,520,0.20744956536655648,0.20744956536655648
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_6_mean,6,520,0.21896819178135582,0.21896819178135582
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_7_mean,7,520,0.22185771671247276,0.22185771671247276
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_8_mean,8,520,0.22492433321728827,0.22492433321728827
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_9_mean,9,520,0.22341806009018658,0.22341806009018658
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_10_mean,10,520,0.2251520121433191,0.2251520121433191
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_11_mean,11,520,0.22505131713889343,0.22505131713889343
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_12_mean,12,520,0.22095319258365295,0.22095319258365295
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_13_mean,13,520,0.21528080646497852,0.21528080646497852
iq,rolling,station,station_avg_temp_c,station_avg_temp_c_rolling_14_mean,14,520,0.20631186851989922,0.20631186851989922
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c,0,520,-0.036134198204686795,0.036134198204686795
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_1,1,519,-0.010930745666821343,0.010930745666821343
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_2,2,518,-0.03888090104795863,0.03888090104795863
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_3,3,517,-0.0002354980865892965,0.0002354980865892965
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_4,4,516,0.03710711294566174,0.03710711294566174
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_5,5,515,0.06042001202949907,0.06042001202949907
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_6,6,514,0.053513436068572194,0.053513436068572194
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_7,7,513,0.0668516515359463,0.0668516515359463
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_8,8,512,0.08300513040601944,0.08300513040601944
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_9,9,511,0.1086274864924164,0.1086274864924164
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_10,10,510,0.12107090100067272,0.12107090100067272
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_11,11,509,0.08910056895900165,0.08910056895900165
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_12,12,508,0.03397889696148264,0.03397889696148264
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_13,13,507,-0.011419477921864528,0.011419477921864528
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_14,14,506,0.0028407852752121254,0.0028407852752121254
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c,1,520,-0.036134198204686795,0.036134198204686795
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_2_mean,2,520,-0.027536311432442902,0.027536311432442902
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_3_mean,3,520,-0.0366491364748954,0.0366491364748954
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_4_mean,4,520,-0.029671581550373836,0.029671581550373836
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_5_mean,5,520,-0.015000545895775938,0.015000545895775938
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_6_mean,6,520,0.0008424326779831236,0.0008424326779831236
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_7_mean,7,520,0.011238784375016318,0.011238784375016318
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_8_mean,8,520,0.021811157362300732,0.021811157362300732
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_9_mean,9,520,0.03309195805383447,0.03309195805383447
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_10_mean,10,520,0.046436054378878655,0.046436054378878655
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_11_mean,11,520,0.0596075240260388,0.0596075240260388
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_12_mean,12,520,0.06675814821882348,0.06675814821882348
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_13_mean,13,520,0.06606250086731427,0.06606250086731427
iq,rolling,station,station_diur_temp_rng_c,station_diur_temp_rng_c_rolling_14_mean,14,520,0.06004029364797627,0.06004029364797627
iq,lag,station,station_max_temp_c,station_max_temp_c,0,520,0.07666467136361997,0.07666467136361997
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_1,1,519,0.08686222390582521,0.08686222390582521
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_2,2,518,0.09125798310499181,0.09125798310499181
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_3,3,517,0.13699196378013317,0.13699196378013317
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_4,4,516,0.12531631166184176,0.12531631166184176
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_5,5,515,0.13855502975374273,0.13855502975374273
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_6,6,514,0.15954060724165087,0.15954060724165087
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_7,7,513,0.13580988900077823,0.13580988900077823
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_8,8,512,0.1010618137777006,0.1010618137777006
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_9,9,511,0.09862266852337008,0.09862266852337008
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_10,10,510,0.09311639328901139,0.09311639328901139
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_11,11,509,0.04822690363979286,0.04822690363979286
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_12,12,508,0.019460809016396022,0.019460809016396022
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_13,13,507,-0.024936311089873868,0.024936311089873868
iq,lag,station,station_max_temp_c,station_max_temp_c_lag_14,14,506,-0.03984624710291519,0.03984624710291519
iq,rolling,station,station_max_temp_c,station_max_temp_c,1,520,0.07666467136361997,0.07666467136361997
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_2_mean,2,520,0.0957499155715437,0.0957499155715437
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_3_mean,3,520,0.10760789601062566,0.10760789601062566
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_4_mean,4,520,0.13059077912974876,0.13059077912974876
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_5_mean,5,520,0.14384990751568083,0.14384990751568083
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_6_mean,6,520,0.15733365948796335,0.15733365948796335
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_7_mean,7,520,0.17272660428261657,0.17272660428261657
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_8_mean,8,520,0.18143911335814233,0.18143911335814233
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_9_mean,9,520,0.18348624663977692,0.18348624663977692
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_10_mean,10,520,0.18566594892685118,0.18566594892685118
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_11_mean,11,520,0.1876290154494749,0.1876290154494749
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_12_mean,12,520,0.18412473368370244,0.18412473368370244
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_13_mean,13,520,0.17806019195533718,0.17806019195533718
iq,rolling,station,station_max_temp_c,station_max_temp_c_rolling_14_mean,14,520,0.1677258097711167,0.1677258097711167
iq,lag,station,station_min_temp_c,station_min_temp_c,0,520,0.20681680955730247,0.20681680955730247
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_1,1,519,0.20852224514190307,0.20852224514190307
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_2,2,518,0.19371945325151765,0.19371945325151765
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_3,3,517,0.17723288274062557,0.17723288274062557
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_4,4,516,0.1483347492506389,0.1483347492506389
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_5,5,515,0.13079956552110916,0.13079956552110916
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_6,6,514,0.1176047700349603,0.1176047700349603
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_7,7,513,0.07532957138183782,0.07532957138183782
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_8,8,512,0.034779757281000016,0.034779757281000016
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_9,9,511,0.04425674975803075,0.04425674975803075
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_10,10,510,-0.021136741475615853,0.021136741475615853
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_11,11,509,-0.043234370169049324,0.043234370169049324
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_12,12,508,-0.012645601460912348,0.012645601460912348
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_13,13,507,-0.004104739824496921,0.004104739824496921
iq,lag,station,station_min_temp_c,station_min_temp_c_lag_14,14,506,-0.07257554525203172,0.07257554525203172
iq,rolling,station,station_min_temp_c,station_min_temp_c,1,520,0.20681680955730247,0.20681680955730247
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_2_mean,2,520,0.24134954871213263,0.24134954871213263
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_3_mean,3,520,0.25380422364795197,0.25380422364795197
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_4_mean,4,520,0.2575030662204318,0.2575030662204318
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_5_mean,5,520,0.2536902014814202,0.2536902014814202
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_6_mean,6,520,0.2478293222510233,0.2478293222510233
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_7_mean,7,520,0.24162589515807162,0.24162589515807162
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_8_mean,8,520,0.2301878819895745,0.2301878819895745
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_9_mean,9,520,0.21521908423101122,0.21521908423101122
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_10_mean,10,520,0.2048127381265045,0.2048127381265045
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_11_mean,11,520,0.18804555270218845,0.18804555270218845
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_12_mean,12,520,0.1716013895876003,0.1716013895876003
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_13_mean,13,520,0.1614358049456271,0.1614358049456271
iq,rolling,station,station_min_temp_c,station_min_temp_c_rolling_14_mean,14,520,0.153999045575792,0.153999045575792
iq,lag,station,station_precip_mm,station_precip_mm,0,520,0.04456833676316207,0.04456833676316207
iq,lag,station,station_precip_mm,station_precip_mm_lag_1,1,519,0.05448491191180279,0.05448491191180279
iq,lag,station,station_precip_mm,station_precip_mm_lag_2,2,518,0.07577055111970873,0.07577055111970873
iq,lag,station,station_precip_mm,station_precip_mm_lag_3,3,517,0.12049059117310608,0.12049059117310608
iq,lag,station,station_precip_mm,station_precip_mm_lag_4,4,516,0.08334936813377274,0.08334936813377274
iq,lag,station,station_precip_mm,station_precip_mm_lag_5,5,515,0.085929140145807,0.085929140145807
iq,lag,station,station_precip_mm,station_precip_mm_lag_6,6,514,0.026925452903359647,0.026925452903359647
iq,lag,station,station_precip_mm,station_precip_mm_lag_7,7,513,0.008622840814115544,0.008622840814115544
iq,lag,station,station_precip_mm,station_precip_mm_lag_8,8,512,0.020916464843630286,0.020916464843630286
iq,lag,station,station_precip_mm,station_precip_mm_lag_9,9,511,-0.02651613459140526,0.02651613459140526
iq,lag,station,station_precip_mm,station_precip_mm_lag_10,10,510,-0.03300150373916206,0.03300150373916206
iq,lag,station,station_precip_mm,station_precip_mm_lag_11,11,509,-0.040398900252960813,0.040398900252960813
iq,lag,station,station_precip_mm,station_precip_mm_lag_12,12,508,-0.026853437508416,0.026853437508416
iq,lag,station,station_precip_mm,station_precip_mm_lag_13,13,507,-0.0037666642955739636,0.0037666642955739636
iq,lag,station,station_precip_mm,station_precip_mm_lag_14,14,506,-0.0239779925213259,0.0239779925213259
iq,rolling,station,station_precip_mm,station_precip_mm,1,520,0.04456833676316207,0.04456833676316207
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_2_mean,2,520,0.06711707650580435,0.06711707650580435
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_3_mean,3,520,0.09248962135651644,0.09248962135651644
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_4_mean,4,520,0.1298044164667664,0.1298044164667664
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_5_mean,5,520,0.1441910710183521,0.1441910710183521
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_6_mean,6,520,0.15678054874693392,0.15678054874693392
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_7_mean,7,520,0.15005727649848694,0.15005727649848694
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_8_mean,8,520,0.1410100702686798,0.1410100702686798
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_9_mean,9,520,0.13645948268820443,0.13645948268820443
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_10_mean,10,520,0.12185576482184213,0.12185576482184213
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_11_mean,11,520,0.1083370722792932,0.1083370722792932
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_12_mean,12,520,0.09545879346939441,0.09545879346939441
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_13_mean,13,520,0.0870035278574319,0.0870035278574319
iq,rolling,station,station_precip_mm,station_precip_mm_rolling_14_mean,14,520,0.08368521446111836,0.08368521446111836
sj,lag,ndvi,ndvi_ne,ndvi_ne,0,936,0.0859184480966163,0.0859184480966163
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_1,1,935,0.08140851098378053,0.08140851098378053
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_2,2,934,0.07425391710276212,0.07425391710276212
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_3,3,933,0.0662781785916362,0.0662781785916362
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_4,4,932,0.06317621886637403,0.06317621886637403
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_5,5,931,0.057875952900015966,0.057875952900015966
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_6,6,930,0.0499016359331286,0.0499016359331286
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_7,7,929,0.05367774382739989,0.05367774382739989
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_8,8,928,0.060688095861046586,0.060688095861046586
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_9,9,927,0.0582704097229224,0.0582704097229224
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_10,10,926,0.05676303500106121,0.05676303500106121
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_11,11,925,0.057587153606327095,0.057587153606327095
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_12,12,924,0.053093103434307114,0.053093103434307114
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_13,13,923,0.05842697901763067,0.05842697901763067
sj,lag,ndvi,ndvi_ne,ndvi_ne_lag_14,14,922,0.060675877666318705,0.060675877666318705
sj,rolling,ndvi,ndvi_ne,ndvi_ne,1,936,0.0859184480966163,0.0859184480966163
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_2_mean,2,936,0.09673332579112578,0.09673332579112578
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_3_mean,3,936,0.10134394071851069,0.10134394071851069
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_4_mean,4,936,0.10213813663472585,0.10213813663472585
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_5_mean,5,936,0.10249349145695369,0.10249349145695369
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_6_mean,6,936,0.10156238408294939,0.10156238408294939
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_7_mean,7,936,0.09911983507347066,0.09911983507347066
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_8_mean,8,936,0.09799206767661485,0.09799206767661485
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_9_mean,9,936,0.09828097050264042,0.09828097050264042
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_10_mean,10,936,0.0982149767553075,0.0982149767553075
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_11_mean,11,936,0.09806292222378908,0.09806292222378908
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_12_mean,12,936,0.09799210899690101,0.09799210899690101
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_13_mean,13,936,0.09734639225403517,0.09734639225403517
sj,rolling,ndvi,ndvi_ne,ndvi_ne_rolling_14_mean,14,936,0.09738302909708435,0.09738302909708435
sj,lag,ndvi,ndvi_nw,ndvi_nw,0,936,0.047402660602263495,0.047402660602263495
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_1,1,935,0.05135407067491524,0.05135407067491524
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_2,2,934,0.04888592976529362,0.04888592976529362
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_3,3,933,0.0537032249946755,0.0537032249946755
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_4,4,932,0.05683423179140531,0.05683423179140531
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_5,5,931,0.06316993892266988,0.06316993892266988
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_6,6,930,0.06911003897267662,0.06911003897267662
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_7,7,929,0.07480173563885072,0.07480173563885072
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_8,8,928,0.08607839140063074,0.08607839140063074
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_9,9,927,0.09747315688879059,0.09747315688879059
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_10,10,926,0.10669813301148641,0.10669813301148641
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_11,11,925,0.10854489886558367,0.10854489886558367
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_12,12,924,0.10510820769361563,0.10510820769361563
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_13,13,923,0.10125341108722874,0.10125341108722874
sj,lag,ndvi,ndvi_nw,ndvi_nw_lag_14,14,922,0.09287318388156099,0.09287318388156099
sj,rolling,ndvi,ndvi_nw,ndvi_nw,1,936,0.047402660602263495,0.047402660602263495
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_2_mean,2,936,0.05671132305467309,0.05671132305467309
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_3_mean,3,936,0.06015993802913571,0.06015993802913571
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_4_mean,4,936,0.06364922613336585,0.06364922613336585
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_5_mean,5,936,0.06676267015166484,0.06676267015166484
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_6_mean,6,936,0.0703179329587122,0.0703179329587122
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_7_mean,7,936,0.07396560971662047,0.07396560971662047
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_8_mean,8,936,0.07774936536715829,0.07774936536715829
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_9_mean,9,936,0.08251669568768047,0.08251669568768047
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_10_mean,10,936,0.0880063674879921,0.0880063674879921
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_11_mean,11,936,0.0937735810327178,0.0937735810327178
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_12_mean,12,936,0.09893106890742541,0.09893106890742541
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_13_mean,13,936,0.1029675227302251,0.1029675227302251
sj,rolling,ndvi,ndvi_nw,ndvi_nw_rolling_14_mean,14,936,0.10604560434357375,0.10604560434357375
sj,lag,ndvi,ndvi_se,ndvi_se,0,936,-0.04367987346192496,0.04367987346192496
sj,lag,ndvi,ndvi_se,ndvi_se_lag_1,1,935,-0.04919801191023611,0.04919801191023611
sj,lag,ndvi,ndvi_se,ndvi_se_lag_2,2,934,-0.06265692041527945,0.06265692041527945
sj,lag,ndvi,ndvi_se,ndvi_se_lag_3,3,933,-0.06500231782644772,0.06500231782644772
sj,lag,ndvi,ndvi_se,ndvi_se_lag_4,4,932,-0.05919010799654367,0.05919010799654367
sj,lag,ndvi,ndvi_se,ndvi_se_lag_5,5,931,-0.055876434127290896,0.055876434127290896
sj,lag,ndvi,ndvi_se,ndvi_se_lag_6,6,930,-0.0572939771721471,0.0572939771721471
sj,lag,ndvi,ndvi_se,ndvi_se_lag_7,7,929,-0.06685440817818109,0.06685440817818109
sj,lag,ndvi,ndvi_se,ndvi_se_lag_8,8,928,-0.06170405068470142,0.06170405068470142
sj,lag,ndvi,ndvi_se,ndvi_se_lag_9,9,927,-0.05768809776144785,0.05768809776144785
sj,lag,ndvi,ndvi_se,ndvi_se_lag_10,10,926,-0.057800120669750966,0.057800120669750966
sj,lag,ndvi,ndvi_se,ndvi_se_lag_11,11,925,-0.060517127790552856,0.060517127790552856
sj,lag,ndvi,ndvi_se,ndvi_se_lag_12,12,924,-0.07323319717358674,0.07323319717358674
sj,lag,ndvi,ndvi_se,ndvi_se_lag_13,13,923,-0.07351097546004788,0.07351097546004788
